shame_id,author_and_title,original_id,author,author_fname,author_lname,author_gender,title,word_count,publ_year,publ_year_clean,doc_link,source_corpus,comment
SHAME_218,Josip Stritar-Kritična pisma,,Josip Stritar,Josip,Stritar,M,Kritična pisma,12197,,1867.0,https://lit.ijs.si/str_pism.html ,Wikivir - leposlovje,
SHAME_219,Josip Stritar-Literarni pogovori,,Josip Stritar,Josip,Stritar,M,Literarni pogovori,17429,1870.0,1870.0,https://lit.ijs.si/str_litp.html ,Wikivir - leposlovje,
SHAME_220,Josip Stritar-Rosana,,Josip Stritar,Josip,Stritar,M,Rosana,18438,1877.0,1877.0,https://lit.ijs.si/rosana.html ,Wikivir - leposlovje,
SHAME_221,Josip Stritar-Sodnikovi,KDSP032,Josip Stritar,Josip,Stritar,M,Sodnikovi,51013,1878.0,1878.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV10024.xml,KDSP,
SHAME_222,Josip Stritar-Zorin,KDSP012,Josip Stritar,Josip,Stritar,M,Zorin,27852,1870.0,1870.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV10023.xml,KDSP,
SHAME_223,Josip Vandot-Begunci,KDSP250,Josip Vandot,Josip,Vandot,M,Begunci,46796,1916.0,1916.0,https://sl.wikisource.org/wiki/Begunci_(Josip_Vandot),KDSP,
SHAME_224,Josip Vandot-Razor,KDSP237,Josip Vandot,Josip,Vandot,M,Razor,51406,1914.0,1914.0,https://sl.wikisource.org/wiki/Razor_(Josip_Vandot),KDSP,
SHAME_225,Josip Vandot-Vitranec,KDSP213,Josip Vandot,Josip,Vandot,M,Vitranec,20899,1911.0,1911.0,https://sl.wikisource.org/wiki/Vitranec,KDSP,
SHAME_226,Josip Vošnjak-Pobratimi,KDSP063,Josip Vošnjak,Josip,Vošnjak,M,Pobratimi,53763,1889.0,1889.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV10028.xml,KDSP,
SHAME_227,Jože Ambrožič-Ljubezen in sovraštvo,KDSP200,Jože Ambrožič,Jože,Ambrožič,M,Ljubezen in sovraštvo,38853,1911.0,1911.0,https://sl.wikisource.org/wiki/Ljubezen_in_sovra%C5%A1tvo,KDSP,
SHAME_228,Jože Ambrožič-Prekrščevalec,KDSP244,Jože Ambrožič,Jože,Ambrožič,M,Prekrščevalec,36249,1916.0,1916.0,https://sl.wikisource.org/wiki/Prekr%C5%A1%C4%8Devalec,KDSP,
SHAME_229,Jurij Vranič-Helena,KDSP017,Jurij Vranič,Jurij,Vranič,M,Helena,25154,1874.0,1874.0,https://sl.wikisource.org/wiki/Helena_(Jurij_Vrani%C4%8D),KDSP,
SHAME_230,Jurij Vranič-Mahmud,KDSP013,Jurij Vranič,Jurij,Vranič,M,Mahmud,21882,1870.0,1870.0,https://sl.wikisource.org/wiki/Mahmud,KDSP,
SHAME_231,Ksaver Meško-Kam plovemo,KDSP099,Ksaver Meško,Ksaver,Meško,M,Kam plovemo,66747,1897.0,1897.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00072.xml,KDSP,
SHAME_232,Lea Fatur-Biseri,KDSP175,Lea Fatur,Lea,Fatur,F,Biseri,64666,1908.0,1908.0,https://sl.wikisource.org/wiki/Biseri_(Lea_Fatur),KDSP,
SHAME_233,Lea Fatur-Črtomir in Bogomila,KDSP218,Lea Fatur,Lea,Fatur,F,Črtomir in Bogomila,19599,1912.0,1912.0,https://sl.wikisource.org/wiki/%C4%8Crtomir_in_Bogomila,KDSP,
SHAME_234,Lea Fatur-Iz naših dni,KDSP206,Lea Fatur,Lea,Fatur,F,Iz naših dni,38604,1911.0,1911.0,https://sl.wikisource.org/wiki/Iz_na%C5%A1ih_dni_(Lea_Fatur),KDSP,
SHAME_235,Lea Fatur-Junakinja zvestobe,KDSP220,Lea Fatur,Lea,Fatur,F,Junakinja zvestobe,42591,1912.0,1912.0,https://sl.wikisource.org/wiki/Junakinja_zvestobe,KDSP,
SHAME_236,Lea Fatur-Komisarjeva hči,KDSP189,Lea Fatur,Lea,Fatur,F,Komisarjeva hči,57975,1910.0,1910.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00352.xml,KDSP,
SHAME_237,Lea Fatur-Pod Učko goro,KDSP253,Lea Fatur,Lea,Fatur,F,Pod Učko goro,22977,1917.0,1917.0,https://sl.wikisource.org/wiki/Pod_U%C4%8Dko_goro,KDSP,
SHAME_238,Lea Fatur-V burji in strasti,KDSP143,Lea Fatur,Lea,Fatur,F,V burji in strasti,34241,1905.0,1905.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00502.xml,KDSP,
SHAME_239,Lea Fatur-Vilemir,KDSP151,Lea Fatur,Lea,Fatur,F,Vilemir,50300,1906.0,1906.0,https://sl.wikisource.org/wiki/Vilemir,KDSP,
SHAME_240,Lea Fatur-Vislavina odpoved,KDSP219,Lea Fatur,Lea,Fatur,F,Vislavina odpoved,27575,1912.0,1912.0,https://sl.wikisource.org/wiki/Vislavina_odpoved,KDSP,
SHAME_241,Lea Fatur-Za Adrijo,KDSP178,Lea Fatur,Lea,Fatur,F,Za Adrijo,99340,1909.0,1909.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00506.xml,KDSP,
SHAME_242,Leopold Lenard-Izpod Kuma,KDSP198,Leopold Lenard,Leopold,Lenard,M,Izpod Kuma,37118,1910.0,1910.0,https://sl.wikisource.org/wiki/Izpod_Kuma,KDSP,
SHAME_243,Luiza Pesjak-Beatin dnevnik,KDSP057,Luiza Pesjak,Luiza,Pesjak,F,Beatin dnevnik,29447,1887.0,1887.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00227.xml,KDSP,
SHAME_244,Lukovič Carli-Zadnji dnevi v Ogleju,KDSP019,Lukovič Carli,Lukovič,Carli,M,Zadnji dnevi v Ogleju,35857,1876.0,1876.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV10002.xml,KDSP,
SHAME_245,Marica Nadlišek-Fata morgana,KDSP105,Marica Nadlišek,Marica,Nadlišek,F,Fata morgana,41542,1898.0,1898.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV10020.xml,KDSP,
SHAME_246,Marijan Pušavec-Zbiralec nasmehov,,Marijan Pušavec,Marijan,Pušavec,M,Zbiralec nasmehov,30583,1991.0,1991.0,https://lit.ijs.si/pusavec.html,Wikivir - leposlovje,
SHAME_247,Matija Prelesnik-Naš stari greh,KDSP129,Matija Prelesnik,Matija,Prelesnik,M,Naš stari greh,63148,1903.0,1903.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00452.xml,KDSP,
SHAME_248,Matija Prelesnik-Nesrečno zlato,KDSP121,Matija Prelesnik,Matija,Prelesnik,M,Nesrečno zlato,51881,1902.0,1902.0,https://sl.wikisource.org/wiki/Nesre%C4%8Dno_zlato,KDSP,
SHAME_249,Matija Prelesnik-V smrtni senci,KDSP139,Matija Prelesnik,Matija,Prelesnik,M,V smrtni senci,70691,1904.0,1904.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00454.xml,KDSP,
SHAME_250,Matija Rode-Brat Justin,KDSP147,Matija Rode,Matija,Rode,M,Brat Justin,25540,1905.0,1905.0,https://sl.wikisource.org/wiki/Brat_Justin,KDSP,
SHAME_251,Matija Rode-Prava in neprava ljubezen,KDSP212,Matija Rode,Matija,Rode,M,Prava in neprava ljubezen,56126,1911.0,1911.0,https://sl.wikisource.org/wiki/Prava_in_neprava_ljubezen,KDSP,
SHAME_252,Miha Remec-Astralni svetilniki,,Miha Remec,Miha,Remec,M,Astralni svetilniki,2817,,,https://www2.arnes.si/~sudareme/zf/svetilniki.html,Wikivir - leposlovje,
SHAME_253,Miha Remec-Dromidska podoba,,Miha Remec,Miha,Remec,M,Dromidska podoba,1869,,,https://www2.arnes.si/~sudareme/zf/podoba.html,Wikivir - leposlovje,
SHAME_254,Miha Remec-Hiša,,Miha Remec,Miha,Remec,M,Hiša,846,,,https://www2.arnes.si/~sudareme/zf/hisa.html,Wikivir - leposlovje,
SHAME_255,Miha Remec-Odklon,,Miha Remec,Miha,Remec,M,Odklon,2415,,,https://www2.arnes.si/~sudareme/zf/odklon.html,Wikivir - leposlovje,
SHAME_256,Miha Remec-Oznanenje,,Miha Remec,Miha,Remec,M,Oznanenje,5742,,,https://www2.arnes.si/~sudareme/zf/oznanenje.html,Wikivir - leposlovje,
SHAME_257,Miha Remec-Pomnik za Evridiko,,Miha Remec,Miha,Remec,M,Pomnik za Evridiko,2384,,,https://www2.arnes.si/~sudareme/zf/pomnik.html,Wikivir - leposlovje,
SHAME_258,Miha Remec-Tipalka z Mura,,Miha Remec,Miha,Remec,M,Tipalka z Mura,4039,,,https://www2.arnes.si/~sudareme/zf/tipalka.html,Wikivir - leposlovje,
SHAME_259,Miha Remec-Žar ptica,,Miha Remec,Miha,Remec,M,Žar ptica,2119,,,https://www2.arnes.si/~sudareme/zf/ptica.html,Wikivir - leposlovje,
SHAME_260,Milan Lipovec-Čubejska prigoda,,Milan Lipovec,Milan,Lipovec,M,Čubejska prigoda,7266,1972.0,1972.0,https://lit.ijs.si/lipovec1.html,Wikivir - leposlovje,
SHAME_261,Miroslav Malovrh-Gospa Angela,KDSP145,Miroslav Malovrh,Miroslav,Malovrh,M,Gospa Angela,20162,1905.0,1905.0,https://sl.wikisource.org/wiki/Gospa_Angela,KDSP,
SHAME_262,Miroslav Malovrh-Koristka,KDSP146,Miroslav Malovrh,Miroslav,Malovrh,M,Koristka,52299,1905.0,1905.0,https://sl.wikisource.org/wiki/Koristka,KDSP,
SHAME_263,Miroslav Malovrh-Kralj Matjaž,KDSP136,Miroslav Malovrh,Miroslav,Malovrh,M,Kralj Matjaž,61381,1904.0,1904.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00455.xml,KDSP,
SHAME_264,Miroslav Malovrh-Ljubezen in junaštva strahopetnega praporščaka,KDSP196,Miroslav Malovrh,Miroslav,Malovrh,M,Ljubezen in junaštva strahopetnega praporščaka,31106,1910.0,1910.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00456.xml,KDSP,
SHAME_265,Miroslav Malovrh-Ljubezen Končanove Klare,KDSP197,Miroslav Malovrh,Miroslav,Malovrh,M,Ljubezen Končanove Klare,45614,1910.0,1910.0,https://sl.wikisource.org/wiki/Ljubezen_Kon%C4%8Danove_Klare,KDSP,
SHAME_266,Miroslav Malovrh-Na devinski skali,KDSP229,Miroslav Malovrh,Miroslav,Malovrh,M,Na devinski skali,56769,1913.0,1913.0,https://sl.wikisource.org/wiki/Na_devinski_skali,KDSP,
SHAME_267,Miroslav Malovrh-Na robu prepada,KDSP195,Miroslav Malovrh,Miroslav,Malovrh,M,Na robu prepada,38713,1910.0,1910.0,https://sl.wikisource.org/wiki/Na_robu_prepada,KDSP,
SHAME_268,Miroslav Malovrh-Opatov praporščak,KDSP126,Miroslav Malovrh,Miroslav,Malovrh,M,Opatov praporščak,51700,1903.0,1903.0,https://sl.wikisource.org/wiki/Opatov_prapor%C5%A1%C4%8Dak,KDSP,
SHAME_269,Miroslav Malovrh-Osvetnik,KDSP155,Miroslav Malovrh,Miroslav,Malovrh,M,Osvetnik,88791,1906.0,1906.0,https://sl.wikisource.org/wiki/Osvetnik,KDSP,
SHAME_270,Miroslav Malovrh-Pod novim orlom,KDSP137,Miroslav Malovrh,Miroslav,Malovrh,M,Pod novim orlom,65443,1904.0,1904.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00458.xml,KDSP,
SHAME_271,Miroslav Malovrh-Skušnjave Tomaža Krmežljavčka,KDSP210,Miroslav Malovrh,Miroslav,Malovrh,M,Skušnjave Tomaža Krmežljavčka,87560,1911.0,1911.0,https://sl.wikisource.org/wiki/Sku%C5%A1njave_Toma%C5%BEa_Krme%C5%BEljav%C4%8Dka,KDSP,
SHAME_272,Miroslav Malovrh-Strahovalci dveh kron,KDSP168,Miroslav Malovrh,Miroslav,Malovrh,M,Strahovalci dveh kron,91235,1907.0,1907.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00459.xml,KDSP,
SHAME_273,Miroslav Malovrh-Tolovajski glavar Črni Jurij in njegovi divji tovariši,SLV10017,Miroslav Malovrh,Miroslav,Malovrh,M,Tolovajski glavar Črni Jurij in njegovi divji tovariši,257556,1903.0,1903.0,,ELTeC,
SHAME_274,Miroslav Malovrh-V hiši žalosti,KDSP154,Miroslav Malovrh,Miroslav,Malovrh,M,V hiši žalosti,22626,1906.0,1906.0,https://sl.wikisource.org/wiki/V_hi%C5%A1i_%C5%BEalosti,KDSP,
SHAME_275,Miroslav Malovrh-V študentskih ulicah,KDSP181,Miroslav Malovrh,Miroslav,Malovrh,M,V študentskih ulicah,48785,1909.0,1909.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00460.xml,KDSP,
SHAME_276,Miroslav Malovrh-Zadnji rodovine Benalja,KDSP182,Miroslav Malovrh,Miroslav,Malovrh,M,Zadnji rodovine Benalja,40059,1909.0,1909.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00461.xml,KDSP,
SHAME_277,Miroslav Malovrh-Zaljubljeni kapucin,KDSP194,Miroslav Malovrh,Miroslav,Malovrh,M,Zaljubljeni kapucin,32271,1910.0,1910.0,https://sl.wikisource.org/wiki/Zaljubljeni_kapucin,KDSP,
SHAME_278,None None-Ada,KDSP170,None None,,,unknown,Ada,23225,1908.0,1908.0,https://sl.wikisource.org/wiki/Ada_(Slovenski_narod),KDSP,
SHAME_279,None None-Carska zločinstva,KDSP187,None None,,,unknown,Carska zločinstva,41236,1910.0,1910.0,https://www.dlib.si/details/URN:NBN:SI:DOC-ZFGISEHW,KDSP,
SHAME_280,None None-Čez trnje do sreče,KDSP169,None None,,,unknown,Čez trnje do sreče,35994,1908.0,1908.0,https://sl.wikisource.org/wiki/%C4%8Cez_trnje_do_sre%C4%8De,KDSP,
SHAME_281,"None None-Izidor, brumni kmet",Neznani_Izidor1835,None None,,,unknown,"Izidor, brumni kmet",13428,1835.0,1835.0,,PriLit,
SHAME_282,"None None-Kmet Izidor s svojimi otroki ino ludmi, ali prispodobni navuki dobrih staršov za svoje otroke ino podložne",Neznani_Izidor1824,None None,,,unknown,"Kmet Izidor s svojimi otroki ino ludmi, ali prispodobni navuki dobrih staršov za svoje otroke ino podložne",21129,1824.0,1824.0,,PriLit,
SHAME_283,None None-Odlomki iz dnevnika,KDSP251,None None,,,unknown,Odlomki iz dnevnika,22322,1917.0,1917.0,https://sl.wikisource.org/wiki/Odlomki_iz_dnevnika_(Slovenec),KDSP,
SHAME_284,None None-Poštena Bohinčeka v Benetkah,,None None,,,unknown,Poštena Bohinčeka v Benetkah,18964,1857.0,1857.0,https://lit.ijs.si/bohinceka.html,Wikivir - leposlovje,
SHAME_285,None None-Stara devica,KDSP171,None None,,,unknown,Stara devica,22414,1908.0,1908.0,https://sl.wikisource.org/wiki/Stara_devica,KDSP,
SHAME_286,None None-Vihar,KDSP201,None None,,,unknown,Vihar,19542,1911.0,1911.0,https://sl.wikisource.org/wiki/Vihar_(Slovenec),KDSP,
SHAME_287,Pavel Perko-Rotijin Blaže,KDSP128,Pavel Perko,Pavel,Perko,M,Rotijin Blaže,27094,1903.0,1903.0,https://sl.wikisource.org/wiki/Rotijin_Bla%C5%BEe,KDSP,
SHAME_288,Pavlina Pajk-Arabela,KDSP051,Pavlina Pajk,Pavlina,Pajk,F,Arabela,38928,1885.0,1885.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00231.xml,KDSP,
SHAME_289,Pavlina Pajk-Domačija nad vse,KDSP062,Pavlina Pajk,Pavlina,Pajk,F,Domačija nad vse,23828,1889.0,1889.0,https://sl.wikisource.org/wiki/Doma%C4%8Dija_nad_vse,KDSP,
SHAME_290,Pavlina Pajk-Dora,KDSP052,Pavlina Pajk,Pavlina,Pajk,F,Dora,30252,1885.0,1885.0,https://sl.wikisource.org/wiki/Dora,KDSP,
SHAME_291,Pavlina Pajk-Dušne borbe,KDSP093,Pavlina Pajk,Pavlina,Pajk,F,Dušne borbe,26041,1896.0,1896.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00234.xml,KDSP,
SHAME_292,Pavlina Pajk-Judita,KDSP094,Pavlina Pajk,Pavlina,Pajk,F,Judita,22948,1896.0,1896.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV10021.xml,KDSP,
SHAME_293,Pavlina Pajk-Planinska idila,KDSP116,Pavlina Pajk,Pavlina,Pajk,F,Planinska idila,19992,1901.0,1901.0,https://sl.wikisource.org/wiki/Planinska_idila_(Pajk),KDSP,
SHAME_294,Pavlina Pajk-Slučaji usode,KDSP100,Pavlina Pajk,Pavlina,Pajk,F,Slučaji usode,57596,1897.0,1897.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00240.xml,KDSP,
SHAME_295,Peter Bohinjec-Glagoljaš Štipko,KDSP215,Peter Bohinjec,Peter,Bohinjec,M,Glagoljaš Štipko,23317,1912.0,1912.0,https://sl.wikisource.org/wiki/Glagolja%C5%A1_%C5%A0tipko,KDSP,
SHAME_296,Peter Bohinjec-Jarem pregrehe,KDSP083,Peter Bohinjec,Peter,Bohinjec,M,Jarem pregrehe,27794,1895.0,1895.0,https://sl.wikisource.org/wiki/Jarem_pregrehe,KDSP,
SHAME_297,Peter Bohinjec-Kovač in njegov sin,KDSP160,Peter Bohinjec,Peter,Bohinjec,M,Kovač in njegov sin,23986,1907.0,1907.0,https://sl.wikisource.org/wiki/Kova%C4%8D_in_njegov_sin,KDSP,
SHAME_298,Peter Bohinjec-Najmlajši mojster,KDSP090,Peter Bohinjec,Peter,Bohinjec,M,Najmlajši mojster,36490,1896.0,1896.0,https://sl.wikisource.org/wiki/Najmlaj%C5%A1i_mojster,KDSP,
SHAME_299,Peter Bohinjec-Svetobor,KDSP252,Peter Bohinjec,Peter,Bohinjec,M,Svetobor,57765,1917.0,1917.0,https://sl.wikisource.org/wiki/Svetobor,KDSP,
SHAME_300,Peter Bohinjec-Za poklicem,KDSP216,Peter Bohinjec,Peter,Bohinjec,M,Za poklicem,29671,1912.0,1912.0,https://sl.wikisource.org/wiki/Za_poklicem,KDSP,
SHAME_301,Peter Bohinjec-Za staro pravdo,KDSP112,Peter Bohinjec,Peter,Bohinjec,M,Za staro pravdo,48751,1901.0,1901.0,https://www.dlib.si/details/URN:NBN:SI:DOC-JZXRWUXD,KDSP,
SHAME_302,Podlimbarski Maselj-Gorski potoki,KDSP085,Podlimbarski Maselj,Podlimbarski,Maselj,M,Gorski potoki,34431,1895.0,1895.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00132.xml,KDSP,
SHAME_303,Podlimbarski Maselj-Gospodin Franjo,KDSP230,Podlimbarski Maselj,Podlimbarski,Maselj,M,Gospodin Franjo,173434,1913.0,1913.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV10018.xml,KDSP,
SHAME_304,Podlimbarski Maselj-Iz starih zapiskov,KDSP176,Podlimbarski Maselj,Podlimbarski,Maselj,M,Iz starih zapiskov,27314,1908.0,1908.0,https://sl.wikisource.org/wiki/Iz_starih_zapiskov,KDSP,
SHAME_305,Podlimbarski Maselj-Potresna povest,KDSP127,Podlimbarski Maselj,Podlimbarski,Maselj,M,Potresna povest,36594,1903.0,1903.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00310.xml,KDSP,
SHAME_306,Podlimbarski Maselj-Povest Ivana Polaja,KDSP183,Podlimbarski Maselj,Podlimbarski,Maselj,M,Povest Ivana Polaja,47928,1909.0,1909.0,https://sl.wikisource.org/wiki/Povest_Ivana_Polaja,KDSP,
SHAME_307,Prežihov Voranc-Boj na Požiralniku,,Prežihov Voranc,Prežihov,Voranc,M,Boj na Požiralniku,10475,1935.0,1935.0,https://lit.ijs.si/poziral.html ,Wikivir - leposlovje,
SHAME_308,Prežihov Voranc-Samorastniki,,Prežihov Voranc,Prežihov,Voranc,M,Samorastniki,13013,1940.0,1940.0,https://lit.ijs.si/samorast.html ,Wikivir - leposlovje,
SHAME_309,Rado Murnik-Groga in drugi,KDSP086,Rado Murnik,Rado,Murnik,M,Groga in drugi,66447,1895.0,1895.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00473.xml,KDSP,
SHAME_310,Rado Murnik-Hči grofa Blagaja,KDSP211,Rado Murnik,Rado,Murnik,M,Hči grofa Blagaja,112253,1911.0,1911.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00526.xml,KDSP,
SHAME_311,Rado Murnik-Matajev Matija,KDSP184,Rado Murnik,Rado,Murnik,M,Matajev Matija,36098,1909.0,1909.0,https://sl.wikisource.org/wiki/Matajev_Matija,KDSP,
SHAME_312,Rado Murnik-Na Bledu,KDSP256,Rado Murnik,Rado,Murnik,M,Na Bledu,34262,1917.0,1917.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00476.xml,KDSP,
SHAME_313,Rajko Perušek-Mara Rendića,KDSP101,Rajko Perušek,Rajko,Perušek,M,Mara Rendića,20946,1897.0,1897.0,https://sl.wikisource.org/wiki/Mara_Rendi%C4%87a,KDSP,
SHAME_314,Silvester Košutnik-Turki pred Dunajem,KDSP209,Silvester Košutnik,Silvester,Košutnik,M,Turki pred Dunajem,24523,1911.0,1911.0,https://www.dlib.si/details/URN:NBN:SI:DOC-4ENYYRIH,KDSP,
SHAME_315,Slavko Grum-Tri črtice,,Slavko Grum,Slavko,Grum,M,Tri črtice,4767,,1925.0,https://lit.ijs.si/grum.html ,Wikivir - leposlovje,
SHAME_316,Valentin Bernik-Iz burkaste preteklosti Mihe Gorenjskega,KDSP058,Valentin Bernik,Valentin,Bernik,M,Iz burkaste preteklosti Mihe Gorenjskega,23000,1888.0,1888.0,https://sl.wikisource.org/wiki/Iz_burkaste_preteklosti_Mihe_Gorenjskega,KDSP,
SHAME_317,Vatroslav Holc-Idealist,KDSP020,Vatroslav Holc,Vatroslav,Holc,M,Idealist,19286,1876.0,1876.0,https://www.dlib.si/details/URN:NBN:SI:DOC-R7R8ADI9,KDSP,
SHAME_318,Vitomir Jelenc-Žena,KDSP191,Vitomir Jelenc,Vitomir,Jelenc,M,Žena,36579,1910.0,1910.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV10006.xml,KDSP,
SHAME_319,Vladimir Levstik-Blagorodje doktor Ambrož Čander,KDSP180,Vladimir Levstik,Vladimir,Levstik,M,Blagorodje doktor Ambrož Čander,49177,1909.0,1909.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00345.xml,KDSP,
SHAME_320,Vladimir Levstik-Gadje gnezdo,KDSP259,Vladimir Levstik,Vladimir,Levstik,M,Gadje gnezdo,38052,1918.0,1918.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00478.xml,KDSP,
SHAME_321,Vladimir Levstik-V Babilonu svobode,KDSP167,Vladimir Levstik,Vladimir,Levstik,M,V Babilonu svobode,19979,1907.0,1907.0,https://sl.wikisource.org/wiki/V_Babilonu_svobode,KDSP,
SHAME_322,Vladimir Levstik-Za svobodo in ljubezen,KDSP228,Vladimir Levstik,Vladimir,Levstik,M,Za svobodo in ljubezen,122096,1913.0,1913.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV00483.xml,KDSP,
SHAME_323,Zofka Kveder-Amerikanci,,Zofka Kveder,Zofka,Kveder,F,Amerikanci,15669,1908.0,1908.0,https://lit.ijs.si/kveder_amerikanci.html,Wikivir - leposlovje,"drama, though"
SHAME_324,Zofka Kveder-Hanka,KDSP255,Zofka Kveder,Zofka,Kveder,F,Hanka,80609,1917.0,1917.0,https://sl.wikisource.org/wiki/Hanka,KDSP,
SHAME_325,Zofka Kveder-Nada,KDSP135,Zofka Kveder,Zofka,Kveder,F,Nada,41808,1904.0,1904.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV10014.xml,KDSP,
SHAME_326,Zofka Kveder-Njeno življenje,KDSP236,Zofka Kveder,Zofka,Kveder,F,Njeno življenje,58120,1914.0,1914.0,https://github.com/COST-ELTeC/ELTeC-slv/blob/v0.7.1/level1/SLV10015.xml,KDSP,
