prev_epoch,curr_epoch,mean_jaccard,median_jaccard,txt_type,granularity,stopwords
285,290,0.7169675506341978,0.7241379310344828,original,sentence,remove
290,295,0.7316737337848556,0.7094017094017094,original,sentence,remove
295,300,0.6969195091314685,0.6949152542372882,original,sentence,remove
5,10,0.6211880086579409,0.639344262295082,lemma,paragraph,remove
10,15,0.7224030992291172,0.7391304347826086,lemma,paragraph,remove
15,20,0.7316169100937723,0.7699115044247787,lemma,paragraph,remove
20,25,0.7126379043000113,0.7094017094017094,lemma,paragraph,remove
25,30,0.7535828374688606,0.7094017094017094,lemma,paragraph,remove
30,35,0.710611306247126,0.6949152542372882,lemma,paragraph,remove
35,40,0.71496593367755,0.7241379310344828,lemma,paragraph,remove
40,45,0.7216048577640509,0.7241379310344828,lemma,paragraph,remove
45,50,0.7183472211317966,0.6949152542372882,lemma,paragraph,remove
50,55,0.7343207401617506,0.7391304347826086,lemma,paragraph,remove
55,60,0.7248034507687398,0.7241379310344828,lemma,paragraph,remove
60,65,0.7213482551115462,0.7241379310344828,lemma,paragraph,remove
65,70,0.7264609890301286,0.7241379310344828,lemma,paragraph,remove
70,75,0.732637712967115,0.7391304347826086,lemma,paragraph,remove
75,80,0.7074504880941592,0.6949152542372882,lemma,paragraph,remove
80,85,0.7079808699793502,0.7094017094017094,lemma,paragraph,remove
85,90,0.7151150593576938,0.7094017094017094,lemma,paragraph,remove
90,95,0.7168766760897628,0.7391304347826086,lemma,paragraph,remove
95,100,0.7206513680482793,0.7241379310344828,lemma,paragraph,remove
100,105,0.6997566347144228,0.6949152542372882,lemma,paragraph,remove
105,110,0.7100892487834837,0.7094017094017094,lemma,paragraph,remove
110,115,0.7091551706609381,0.7094017094017094,lemma,paragraph,remove
115,120,0.685750551874455,0.680672268907563,lemma,paragraph,remove
120,125,0.6928922445345893,0.680672268907563,lemma,paragraph,remove
125,130,0.7109866441812067,0.6949152542372882,lemma,paragraph,remove
130,135,0.7097122763474887,0.7094017094017094,lemma,paragraph,remove
135,140,0.683230555734742,0.6666666666666666,lemma,paragraph,remove
140,145,0.6880914930323226,0.6949152542372882,lemma,paragraph,remove
145,150,0.7187675250652167,0.7241379310344828,lemma,paragraph,remove
150,155,0.7221580826351964,0.7094017094017094,lemma,paragraph,remove
155,160,0.7014829884439971,0.7094017094017094,lemma,paragraph,remove
160,165,0.7121536480373798,0.7094017094017094,lemma,paragraph,remove
165,170,0.7206842426109094,0.7094017094017094,lemma,paragraph,remove
170,175,0.7183029891181221,0.7241379310344828,lemma,paragraph,remove
175,180,0.7065252688308091,0.7094017094017094,lemma,paragraph,remove
180,185,0.7156763544818856,0.7241379310344828,lemma,paragraph,remove
185,190,0.7051281552529823,0.7094017094017094,lemma,paragraph,remove
190,195,0.6967274186179313,0.6949152542372882,lemma,paragraph,remove
195,200,0.6999458544122361,0.6949152542372882,lemma,paragraph,remove
200,205,0.7221049906582278,0.7391304347826086,lemma,paragraph,remove
205,210,0.6983365638327388,0.6949152542372882,lemma,paragraph,remove
210,215,0.7077191873481936,0.6949152542372882,lemma,paragraph,remove
215,220,0.7175234769862506,0.7094017094017094,lemma,paragraph,remove
220,225,0.6928975320580939,0.7094017094017094,lemma,paragraph,remove
225,230,0.707920680767493,0.6949152542372882,lemma,paragraph,remove
230,235,0.7230878082232066,0.7094017094017094,lemma,paragraph,remove
235,240,0.6973894230662743,0.6949152542372882,lemma,paragraph,remove
240,245,0.7069512164571542,0.7094017094017094,lemma,paragraph,remove
245,250,0.7021500371017985,0.7094017094017094,lemma,paragraph,remove
250,255,0.663262732776153,0.680672268907563,lemma,paragraph,remove
255,260,0.6809107927420355,0.7094017094017094,lemma,paragraph,remove
260,265,0.698735330630703,0.6949152542372882,lemma,paragraph,remove
265,270,0.7067567146122458,0.7241379310344828,lemma,paragraph,remove
270,275,0.7093302877191926,0.7094017094017094,lemma,paragraph,remove
275,280,0.6991915331737409,0.6949152542372882,lemma,paragraph,remove
280,285,0.6942140929136421,0.6949152542372882,lemma,paragraph,remove
285,290,0.6947319939914799,0.7094017094017094,lemma,paragraph,remove
290,295,0.690918892127985,0.6949152542372882,lemma,paragraph,remove
295,300,0.7256020995871497,0.7241379310344828,lemma,paragraph,remove
5,10,0.6353067181909914,0.6666666666666666,original,paragraph,keep
10,15,0.7727788978159262,0.8018018018018018,original,paragraph,keep
15,20,0.7767686406233573,0.7699115044247787,original,paragraph,keep
20,25,0.8009525676914724,0.8018018018018018,original,paragraph,keep
25,30,0.793841861970057,0.7857142857142857,original,paragraph,keep
30,35,0.8076853940715892,0.7857142857142857,original,paragraph,keep
35,40,0.7967837263495288,0.7699115044247787,original,paragraph,keep
40,45,0.7914832695634154,0.7699115044247787,original,paragraph,keep
45,50,0.789607477295264,0.7857142857142857,original,paragraph,keep
50,55,0.7744218948558355,0.8181818181818182,original,paragraph,keep
55,60,0.7914819990277673,0.8018018018018018,original,paragraph,keep
60,65,0.7595328434188665,0.7857142857142857,original,paragraph,keep
65,70,0.7932964160773773,0.7857142857142857,original,paragraph,keep
70,75,0.761616567133531,0.7543859649122807,original,paragraph,keep
75,80,0.7774374494605018,0.7857142857142857,original,paragraph,keep
80,85,0.7760493216533633,0.7699115044247787,original,paragraph,keep
85,90,0.7687065525754792,0.7699115044247787,original,paragraph,keep
90,95,0.759197332689102,0.7857142857142857,original,paragraph,keep
95,100,0.7686162203826278,0.7699115044247787,original,paragraph,keep
100,105,0.7565519870000501,0.7241379310344828,original,paragraph,keep
105,110,0.7866053016970752,0.7857142857142857,original,paragraph,keep
110,115,0.7563711005841042,0.7241379310344828,original,paragraph,keep
115,120,0.756423157255249,0.7391304347826086,original,paragraph,keep
120,125,0.7634869577481251,0.7543859649122807,original,paragraph,keep
125,130,0.7567853145927999,0.7391304347826086,original,paragraph,keep
130,135,0.7681210443088962,0.7699115044247787,original,paragraph,keep
135,140,0.7514695656975093,0.7241379310344828,original,paragraph,keep
140,145,0.7402103387491884,0.7094017094017094,original,paragraph,keep
145,150,0.7384660331070387,0.7391304347826086,original,paragraph,keep
150,155,0.7267208548767102,0.7391304347826086,original,paragraph,keep
155,160,0.7444505463346593,0.7241379310344828,original,paragraph,keep
160,165,0.7555177101086152,0.7391304347826086,original,paragraph,keep
165,170,0.7166833894954583,0.6949152542372882,original,paragraph,keep
170,175,0.7356842009346485,0.7094017094017094,original,paragraph,keep
175,180,0.7410875816479872,0.7391304347826086,original,paragraph,keep
180,185,0.7547292272263305,0.7391304347826086,original,paragraph,keep
185,190,0.7619012158139391,0.7699115044247787,original,paragraph,keep
190,195,0.7426498437412625,0.7699115044247787,original,paragraph,keep
195,200,0.7133012636934916,0.7094017094017094,original,paragraph,keep
200,205,0.7237354071397948,0.7391304347826086,original,paragraph,keep
205,210,0.7076137836418276,0.7094017094017094,original,paragraph,keep
210,215,0.7287189013562145,0.7094017094017094,original,paragraph,keep
215,220,0.7131473076621031,0.7094017094017094,original,paragraph,keep
220,225,0.7368785073815155,0.7391304347826086,original,paragraph,keep
225,230,0.7391905261515348,0.7391304347826086,original,paragraph,keep
230,235,0.7305354245718271,0.7391304347826086,original,paragraph,keep
235,240,0.7221514073934114,0.7241379310344828,original,paragraph,keep
240,245,0.7122199092560801,0.6949152542372882,original,paragraph,keep
245,250,0.7091215218741449,0.6949152542372882,original,paragraph,keep
250,255,0.7142575262073306,0.7094017094017094,original,paragraph,keep
255,260,0.7373034379390315,0.7543859649122807,original,paragraph,keep
260,265,0.7281460483696572,0.7241379310344828,original,paragraph,keep
265,270,0.709556493917088,0.7094017094017094,original,paragraph,keep
270,275,0.7044259658133137,0.6949152542372882,original,paragraph,keep
275,280,0.7130617359101347,0.7241379310344828,original,paragraph,keep
280,285,0.7240466605159397,0.7241379310344828,original,paragraph,keep
285,290,0.6965756281470985,0.6949152542372882,original,paragraph,keep
290,295,0.7171657467436797,0.6949152542372882,original,paragraph,keep
295,300,0.716082331464269,0.7094017094017094,original,paragraph,keep
5,10,0.659118714059425,0.639344262295082,lemma,sentence,remove
10,15,0.7466614439247787,0.7391304347826086,lemma,sentence,remove
15,20,0.76974380133224,0.7699115044247787,lemma,sentence,remove
20,25,0.7779422669033937,0.7857142857142857,lemma,sentence,remove
25,30,0.7469738439083854,0.7391304347826086,lemma,sentence,remove
30,35,0.7558014235071324,0.7699115044247787,lemma,sentence,remove
35,40,0.7402325734450795,0.7241379310344828,lemma,sentence,remove
40,45,0.7179782435885749,0.6949152542372882,lemma,sentence,remove
45,50,0.7422491706539579,0.7391304347826086,lemma,sentence,remove
50,55,0.7408020959558775,0.7241379310344828,lemma,sentence,remove
55,60,0.7267656267532631,0.7391304347826086,lemma,sentence,remove
60,65,0.7483997057310203,0.7391304347826086,lemma,sentence,remove
65,70,0.7147648069681605,0.6949152542372882,lemma,sentence,remove
70,75,0.7386299498068691,0.7391304347826086,lemma,sentence,remove
75,80,0.7283666821279993,0.6949152542372882,lemma,sentence,remove
80,85,0.7125209535324789,0.7094017094017094,lemma,sentence,remove
85,90,0.6980899721277707,0.7094017094017094,lemma,sentence,remove
90,95,0.6810188250894132,0.680672268907563,lemma,sentence,remove
95,100,0.7069962446046351,0.680672268907563,lemma,sentence,remove
100,105,0.6993073522224666,0.7094017094017094,lemma,sentence,remove
105,110,0.699873586197228,0.7241379310344828,lemma,sentence,remove
110,115,0.6957099623661982,0.6949152542372882,lemma,sentence,remove
115,120,0.6999342132873072,0.6949152542372882,lemma,sentence,remove
120,125,0.686990208374436,0.680672268907563,lemma,sentence,remove
125,130,0.7058254157221077,0.6949152542372882,lemma,sentence,remove
130,135,0.7007180688553165,0.680672268907563,lemma,sentence,remove
135,140,0.6769782689623332,0.680672268907563,lemma,sentence,remove
140,145,0.6794540274432582,0.6528925619834711,lemma,sentence,remove
145,150,0.6716189248444663,0.680672268907563,lemma,sentence,remove
150,155,0.6593627144025427,0.6666666666666666,lemma,sentence,remove
155,160,0.7016109122559615,0.6949152542372882,lemma,sentence,remove
160,165,0.6777037327622997,0.680672268907563,lemma,sentence,remove
165,170,0.6736085586796691,0.680672268907563,lemma,sentence,remove
170,175,0.6854444948702879,0.6666666666666666,lemma,sentence,remove
175,180,0.6908240949403859,0.7241379310344828,lemma,sentence,remove
180,185,0.6925240436987267,0.680672268907563,lemma,sentence,remove
185,190,0.696861739985098,0.680672268907563,lemma,sentence,remove
190,195,0.7114211737581333,0.7094017094017094,lemma,sentence,remove
195,200,0.685981414654867,0.6949152542372882,lemma,sentence,remove
200,205,0.6694101612722754,0.680672268907563,lemma,sentence,remove
205,210,0.6999982680149898,0.7241379310344828,lemma,sentence,remove
210,215,0.694997257420868,0.6949152542372882,lemma,sentence,remove
215,220,0.6919867943077525,0.680672268907563,lemma,sentence,remove
220,225,0.7052546323019158,0.7094017094017094,lemma,sentence,remove
225,230,0.7105241059380585,0.7094017094017094,lemma,sentence,remove
230,235,0.6972665339675234,0.7094017094017094,lemma,sentence,remove
235,240,0.6833146106743996,0.680672268907563,lemma,sentence,remove
240,245,0.6889039047539857,0.680672268907563,lemma,sentence,remove
245,250,0.6864964960338082,0.6949152542372882,lemma,sentence,remove
250,255,0.7040429106860953,0.680672268907563,lemma,sentence,remove
255,260,0.6924838782422199,0.6949152542372882,lemma,sentence,remove
260,265,0.7009396700875938,0.6949152542372882,lemma,sentence,remove
265,270,0.6849834429998211,0.680672268907563,lemma,sentence,remove
270,275,0.7014955632351766,0.680672268907563,lemma,sentence,remove
275,280,0.7114763197328822,0.7241379310344828,lemma,sentence,remove
280,285,0.7143849236142072,0.7241379310344828,lemma,sentence,remove
285,290,0.6812894696146607,0.6666666666666666,lemma,sentence,remove
290,295,0.6710540642642924,0.6666666666666666,lemma,sentence,remove
295,300,0.6724811077822813,0.680672268907563,lemma,sentence,remove
5,10,0.6156020863704601,0.5873015873015873,lemma,paragraph,keep
10,15,0.7296229516382455,0.7241379310344828,lemma,paragraph,keep
15,20,0.7377269210719857,0.7391304347826086,lemma,paragraph,keep
20,25,0.7477390342474304,0.7391304347826086,lemma,paragraph,keep
25,30,0.7744882243770305,0.7857142857142857,lemma,paragraph,keep
30,35,0.774978905491248,0.7543859649122807,lemma,paragraph,keep
35,40,0.7390509664012896,0.7391304347826086,lemma,paragraph,keep
40,45,0.7584907130307457,0.7543859649122807,lemma,paragraph,keep
45,50,0.7398381318683424,0.7543859649122807,lemma,paragraph,keep
50,55,0.7482723512451473,0.7543859649122807,lemma,paragraph,keep
55,60,0.7544150228879277,0.7543859649122807,lemma,paragraph,keep
60,65,0.7352910424197528,0.7241379310344828,lemma,paragraph,keep
65,70,0.7296921192559919,0.7391304347826086,lemma,paragraph,keep
70,75,0.7184173590283774,0.7094017094017094,lemma,paragraph,keep
75,80,0.7313392975634199,0.7241379310344828,lemma,paragraph,keep
80,85,0.7540294232185256,0.7543859649122807,lemma,paragraph,keep
85,90,0.7336477943509075,0.7543859649122807,lemma,paragraph,keep
90,95,0.7539406036555423,0.7543859649122807,lemma,paragraph,keep
95,100,0.739926883811861,0.7391304347826086,lemma,paragraph,keep
100,105,0.7022395059591876,0.7094017094017094,lemma,paragraph,keep
105,110,0.6989051292697559,0.7094017094017094,lemma,paragraph,keep
110,115,0.692269548607333,0.6949152542372882,lemma,paragraph,keep
115,120,0.7021124705810199,0.6949152542372882,lemma,paragraph,keep
120,125,0.7040131096086533,0.7241379310344828,lemma,paragraph,keep
125,130,0.7309402420175444,0.7241379310344828,lemma,paragraph,keep
130,135,0.7056470298553009,0.7241379310344828,lemma,paragraph,keep
135,140,0.7112698584412874,0.7241379310344828,lemma,paragraph,keep
140,145,0.7040169705435302,0.7094017094017094,lemma,paragraph,keep
145,150,0.7076163093713894,0.7241379310344828,lemma,paragraph,keep
150,155,0.7106468336867566,0.7391304347826086,lemma,paragraph,keep
155,160,0.7015080340897564,0.6949152542372882,lemma,paragraph,keep
160,165,0.7036009480216519,0.680672268907563,lemma,paragraph,keep
165,170,0.6799259599072184,0.680672268907563,lemma,paragraph,keep
170,175,0.6972215267480987,0.6949152542372882,lemma,paragraph,keep
175,180,0.7028868907342243,0.6949152542372882,lemma,paragraph,keep
180,185,0.6827405413318453,0.680672268907563,lemma,paragraph,keep
185,190,0.7019664555344721,0.7094017094017094,lemma,paragraph,keep
190,195,0.7034479832147391,0.7094017094017094,lemma,paragraph,keep
195,200,0.7124421967651597,0.7391304347826086,lemma,paragraph,keep
200,205,0.716618436568532,0.7241379310344828,lemma,paragraph,keep
205,210,0.7002059918825944,0.680672268907563,lemma,paragraph,keep
210,215,0.6886902632690958,0.680672268907563,lemma,paragraph,keep
215,220,0.6661694656426885,0.6666666666666666,lemma,paragraph,keep
220,225,0.6851298989374263,0.7094017094017094,lemma,paragraph,keep
225,230,0.6816669595875455,0.6528925619834711,lemma,paragraph,keep
230,235,0.6982734466629503,0.7094017094017094,lemma,paragraph,keep
235,240,0.6939500419540229,0.6949152542372882,lemma,paragraph,keep
240,245,0.7004557748503819,0.680672268907563,lemma,paragraph,keep
245,250,0.655914213543808,0.6528925619834711,lemma,paragraph,keep
250,255,0.6997815671347326,0.7094017094017094,lemma,paragraph,keep
255,260,0.6903354623056591,0.6949152542372882,lemma,paragraph,keep
260,265,0.6951814753061517,0.6949152542372882,lemma,paragraph,keep
265,270,0.6951420695807412,0.7094017094017094,lemma,paragraph,keep
270,275,0.6718615389581635,0.680672268907563,lemma,paragraph,keep
275,280,0.6957539971092871,0.7241379310344828,lemma,paragraph,keep
280,285,0.6847221518393743,0.6666666666666666,lemma,paragraph,keep
285,290,0.6795207735378912,0.6528925619834711,lemma,paragraph,keep
290,295,0.7017618876852606,0.6949152542372882,lemma,paragraph,keep
295,300,0.678500535047238,0.6666666666666666,lemma,paragraph,keep
